id,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,class_name
2064,M,medium,medium,small,light,medium,light,light,young
2065,M,medium,medium,medium,medium,medium,medium,medium,young
2066,F,medium,medium,medium,medium,medium,medium,medium,young
2067,F,medium,medium,medium,medium,medium,light,medium,medium_age
2068,F,medium,medium,medium,medium,medium,medium,medium,medium_age
2069,F,medium,medium,high,medium,medium,medium,medium,medium_age
2070,M,medium,medium,medium,medium,heavy,medium,medium,medium_age
2071,I,medium,medium,small,medium,medium,medium,medium,old_age
2072,F,medium,medium,medium,medium,medium,medium,medium,medium_age
2073,M,medium,medium,small,medium,medium,medium,medium,young
2074,F,medium,medium,medium,medium,medium,medium,medium,young
2075,F,medium,large,medium,heavy,medium,medium,heavy,old_age
2076,M,large,large,medium,medium,medium,medium,medium,medium_age
2077,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
2078,F,large,medium,medium,medium,medium,medium,medium,young
2079,M,large,large,high,heavy,heavy,heavy,heavy,young
2080,F,large,large,high,heavy,heavy,heavy,medium,medium_age
2081,M,large,large,medium,heavy,heavy,heavy,heavy,medium_age
2082,M,large,large,medium,heavy,heavy,heavy,heavy,young
2083,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
2084,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2085,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2086,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
2087,F,large,large,medium,heavy,heavy,heavy,medium,medium_age
2088,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2089,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2090,F,large,large,high,heavy,heavy,medium,heavy,medium_age
2091,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2092,F,medium,medium,small,medium,medium,medium,medium,young
2093,M,medium,medium,medium,medium,medium,medium,medium,medium_age
2094,F,medium,medium,small,medium,medium,light,medium,old_age
2095,I,small,small,small,light,light,light,light,young
2096,M,small,small,small,light,light,light,light,young
2097,M,medium,medium,medium,medium,medium,medium,medium,old_age
2098,M,small,small,small,light,light,light,light,young
2099,M,small,small,small,light,light,light,medium,young
2100,F,small,small,small,light,light,light,light,medium_age
2101,I,small,small,small,light,light,light,light,medium_age
2102,M,medium,medium,medium,medium,medium,medium,medium,old_age
2103,I,small,small,small,light,light,light,light,medium_age
2104,M,small,small,small,light,light,light,light,medium_age
2105,F,medium,medium,medium,light,light,medium,medium,old_age
2106,M,medium,large,high,heavy,medium,heavy,medium,medium_age
2107,M,large,medium,medium,heavy,medium,medium,heavy,old_age
2108,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2109,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2110,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2111,I,small,small,small,light,light,light,light,young
2112,I,small,small,small,light,light,light,light,medium_age
2113,M,medium,medium,medium,medium,medium,medium,medium,young
2114,I,small,small,small,light,light,light,light,young
2115,I,small,small,small,light,light,light,light,young
2116,I,small,small,small,light,light,light,light,young
2117,I,small,small,small,light,light,light,light,young
2118,F,small,small,small,light,light,light,light,young
2119,F,small,medium,small,medium,medium,medium,medium,young
2120,I,small,small,medium,light,light,medium,light,medium_age
2121,M,small,small,small,light,light,light,light,young
2122,I,small,small,small,light,light,light,light,medium_age
2123,F,small,small,small,light,light,light,light,old_age
2124,F,small,small,small,light,light,light,light,young
2125,M,small,small,small,light,light,light,light,young
2126,M,small,small,small,light,light,light,light,young
2127,F,medium,medium,medium,medium,medium,medium,medium,medium_age
2128,I,small,small,small,light,light,light,light,young
2129,M,large,large,high,heavy,medium,heavy,heavy,old_age
2130,M,large,large,medium,medium,medium,medium,medium,old_age
2131,M,medium,medium,medium,medium,heavy,medium,heavy,medium_age
2132,M,small,small,small,light,light,light,light,young
2133,F,medium,medium,medium,medium,medium,medium,medium,medium_age
2134,M,small,small,small,light,light,light,light,medium_age
2135,F,small,small,small,light,light,light,light,young
2136,M,medium,medium,small,medium,medium,medium,medium,old_age
2137,F,medium,medium,medium,medium,medium,medium,heavy,medium_age
2138,F,medium,medium,high,medium,medium,heavy,heavy,medium_age
2139,F,medium,large,high,medium,medium,heavy,heavy,old_age
2140,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2141,F,small,small,medium,light,light,light,light,medium_age
2142,I,small,small,small,light,light,light,light,young
2143,I,small,small,small,light,light,light,light,medium_age
2144,M,small,small,small,light,light,light,light,medium_age
2145,M,small,small,small,light,light,light,light,medium_age
2146,F,small,small,small,light,light,light,light,medium_age
2147,M,small,small,small,light,light,medium,medium,old_age
2148,M,small,small,medium,light,light,light,medium,old_age
2149,M,small,small,small,light,light,light,light,young
2150,M,small,small,small,light,light,light,light,young
2151,M,small,small,small,light,light,light,light,medium_age
2152,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2153,F,small,small,small,light,light,light,light,young
2154,I,small,small,small,light,light,light,light,young
2155,M,medium,medium,medium,medium,medium,medium,medium,medium_age
2156,M,medium,medium,high,heavy,heavy,medium,heavy,old_age
2157,M,large,large,high,heavy,heavy,medium,heavy,old_age
2158,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2159,M,medium,medium,high,medium,medium,medium,medium,old_age
2160,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2161,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2162,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2163,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2164,F,medium,large,medium,medium,medium,medium,medium,medium_age
2165,M,small,small,small,light,light,light,light,young
2166,F,large,medium,high,heavy,medium,heavy,heavy,medium_age
2167,I,small,small,small,light,light,light,light,young
2168,F,small,small,small,light,light,light,light,young
2169,M,small,small,small,light,light,light,light,young
2170,I,small,small,small,light,light,light,light,young
2171,M,small,small,small,light,light,light,light,young
2172,I,small,small,small,light,light,light,light,young
2173,I,small,small,small,light,light,light,light,young
2174,M,large,large,medium,medium,medium,medium,medium,medium_age
2175,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2176,M,medium,medium,high,medium,medium,medium,heavy,old_age
2177,F,medium,medium,high,heavy,medium,medium,heavy,old_age
2178,F,medium,medium,high,heavy,medium,medium,heavy,old_age
2179,F,large,large,high,medium,medium,medium,heavy,old_age
2180,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2181,F,large,medium,high,heavy,medium,medium,heavy,old_age
2182,M,medium,medium,high,medium,medium,medium,medium,old_age
2183,M,medium,medium,high,medium,medium,medium,heavy,old_age
2184,M,medium,medium,medium,medium,light,light,heavy,young
2185,I,small,small,small,light,light,light,light,young
2186,M,small,small,small,light,light,light,light,medium_age
2187,F,medium,medium,medium,medium,medium,medium,medium,medium_age
2188,M,medium,medium,medium,medium,light,medium,medium,old_age
2189,M,small,small,medium,light,light,medium,medium,old_age
2190,F,medium,small,medium,medium,medium,light,medium,medium_age
2191,M,medium,large,high,medium,medium,medium,heavy,old_age
2192,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2193,F,medium,large,high,heavy,medium,heavy,heavy,old_age
2194,I,small,small,small,light,light,light,light,young
2195,I,small,small,small,light,light,light,light,old_age
2196,I,small,small,small,light,light,light,light,young
2197,I,small,small,small,light,light,light,light,old_age
2198,I,small,small,small,light,light,light,light,medium_age
2199,I,small,small,small,light,light,light,light,young
2200,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2201,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2202,F,large,large,high,heavy,medium,heavy,heavy,old_age
2203,M,medium,medium,high,medium,medium,medium,heavy,old_age
2204,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2205,M,small,small,small,light,light,light,light,young
2206,I,small,small,small,light,light,light,light,young
2207,F,small,small,small,light,light,light,light,young
2208,M,small,small,small,light,light,light,light,young
2209,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2210,F,medium,large,high,heavy,medium,medium,heavy,old_age
2211,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2212,M,medium,large,high,heavy,medium,heavy,heavy,old_age
2213,F,large,large,high,heavy,heavy,medium,heavy,old_age
2214,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2215,F,small,small,small,light,light,light,light,young
2216,F,small,small,medium,medium,light,medium,medium,medium_age
2217,I,small,small,small,light,light,light,light,young
2218,F,medium,medium,medium,medium,medium,medium,medium,old_age
2219,M,medium,medium,medium,medium,medium,medium,medium,old_age
2220,F,medium,small,medium,medium,medium,light,medium,old_age
2221,F,medium,medium,medium,medium,medium,medium,medium,young
2222,M,medium,large,high,heavy,medium,medium,heavy,old_age
2223,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2224,F,medium,medium,high,medium,medium,medium,heavy,old_age
2225,F,medium,medium,medium,medium,medium,medium,medium,medium_age
2226,M,medium,large,medium,medium,medium,medium,medium,old_age
2227,I,small,small,small,light,light,light,light,young
2228,I,small,small,small,light,light,light,light,young
2229,F,medium,medium,high,medium,medium,medium,medium,old_age
2230,M,small,small,small,light,light,light,light,young
2231,M,medium,medium,high,medium,medium,medium,medium,old_age
2232,F,medium,medium,high,medium,medium,medium,medium,medium_age
2233,F,medium,medium,high,medium,medium,medium,heavy,medium_age
2234,M,large,large,high,heavy,medium,heavy,heavy,old_age
2235,F,medium,medium,high,medium,medium,medium,heavy,old_age
2236,M,large,large,high,heavy,medium,heavy,heavy,old_age
2237,F,medium,medium,high,heavy,medium,heavy,heavy,old_age
2238,M,medium,large,high,heavy,medium,heavy,heavy,old_age
2239,I,small,small,small,light,light,light,light,young
2240,F,small,small,small,light,light,light,light,young
2241,M,small,small,medium,light,light,light,light,old_age
2242,F,small,small,small,light,light,light,light,old_age
2243,F,small,medium,medium,light,light,light,medium,young
2244,M,small,small,medium,light,light,light,medium,medium_age
2245,I,small,small,small,light,light,light,light,old_age
2246,M,small,small,medium,light,light,light,medium,medium_age
2247,F,small,small,small,light,light,light,light,medium_age
2248,F,small,small,small,light,light,medium,light,medium_age
2249,M,small,small,small,light,light,light,light,young
2250,F,medium,medium,high,medium,medium,heavy,heavy,old_age
2251,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2252,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2253,F,medium,medium,high,heavy,medium,medium,heavy,old_age
2254,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2255,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2256,M,medium,medium,medium,medium,light,medium,medium,old_age
2257,M,medium,medium,medium,medium,medium,medium,medium,young
2258,M,medium,medium,high,medium,medium,medium,medium,old_age
2259,M,small,small,small,light,light,light,light,young
2260,F,medium,large,high,heavy,heavy,heavy,heavy,old_age
2261,M,medium,medium,high,medium,medium,medium,heavy,medium_age
2262,M,medium,medium,high,medium,medium,medium,medium,old_age
2263,F,medium,medium,high,medium,medium,medium,heavy,old_age
2264,F,large,large,medium,heavy,heavy,heavy,heavy,old_age
2265,I,medium,medium,high,medium,medium,medium,heavy,old_age
2266,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2267,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2268,F,large,large,high,heavy,medium,medium,heavy,old_age
2269,F,medium,medium,high,medium,medium,medium,heavy,old_age
2270,M,medium,medium,high,medium,medium,medium,medium,old_age
2271,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2272,F,medium,medium,high,medium,medium,medium,medium,old_age
2273,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2274,F,large,large,medium,heavy,heavy,heavy,heavy,old_age
2275,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2276,M,large,large,high,heavy,heavy,medium,heavy,old_age
2277,F,large,large,high,heavy,medium,heavy,heavy,old_age
2278,F,large,large,high,heavy,medium,heavy,heavy,old_age
2279,M,medium,medium,medium,medium,medium,medium,medium,medium_age
2280,M,medium,medium,medium,medium,medium,medium,medium,medium_age
2281,M,small,small,medium,light,light,light,light,medium_age
2282,I,medium,medium,medium,medium,medium,medium,medium,young
2283,F,medium,medium,medium,medium,medium,medium,medium,medium_age
2284,I,small,small,small,light,light,light,light,young
2285,I,small,small,small,light,light,light,light,medium_age
2286,I,small,small,small,light,light,light,light,medium_age
2287,F,medium,medium,medium,medium,medium,medium,medium,medium_age
2288,F,small,small,small,light,light,light,light,young
2289,I,small,small,small,light,light,light,light,young
2290,F,medium,large,medium,medium,medium,heavy,medium,medium_age
2291,I,small,small,small,light,light,light,light,young
2292,M,small,small,small,medium,medium,medium,medium,medium_age
2293,F,small,small,small,light,light,light,light,medium_age
2294,I,small,small,small,light,light,light,light,young
2295,M,medium,medium,small,medium,medium,medium,medium,old_age
2296,F,medium,medium,medium,medium,medium,medium,medium,medium_age
2297,F,medium,medium,medium,medium,medium,medium,medium,old_age
2298,M,small,small,small,medium,medium,medium,medium,young
2299,I,small,small,small,light,light,light,light,young
2300,I,medium,medium,medium,medium,medium,medium,medium,young
2301,F,small,medium,medium,medium,medium,medium,medium,medium_age
2302,F,medium,medium,medium,medium,medium,medium,medium,medium_age
2303,M,small,small,medium,medium,medium,light,medium,medium_age
2304,F,medium,medium,small,medium,medium,heavy,medium,old_age
2305,M,medium,large,medium,medium,medium,heavy,medium,old_age
2306,F,medium,medium,medium,medium,medium,medium,medium,old_age
2307,F,large,large,high,heavy,heavy,medium,heavy,old_age
2308,F,small,small,medium,medium,light,medium,medium,old_age
2309,M,small,small,medium,light,light,medium,medium,old_age
2310,M,small,small,medium,medium,light,medium,medium,old_age
2311,F,small,small,small,light,light,light,light,old_age
2312,M,small,small,small,light,light,light,light,young
2313,I,small,small,small,light,light,light,light,young
2314,M,large,large,medium,medium,medium,medium,heavy,old_age
2315,F,medium,large,medium,medium,medium,medium,medium,old_age
2316,M,medium,medium,medium,medium,medium,medium,medium,old_age
2317,M,medium,medium,medium,medium,medium,medium,medium,old_age
2318,M,medium,medium,medium,medium,medium,medium,medium,old_age
2319,F,medium,medium,medium,medium,medium,light,medium,old_age
2320,F,medium,medium,medium,medium,medium,medium,medium,old_age
2321,I,small,small,small,light,light,light,light,medium_age
2322,M,medium,medium,medium,light,light,light,medium,old_age
2323,M,medium,medium,medium,medium,medium,medium,medium,old_age
2324,I,small,small,small,light,light,light,light,young
2325,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2326,F,small,small,small,light,light,light,light,medium_age
2327,M,small,small,small,light,light,light,light,old_age
2328,M,small,medium,medium,medium,medium,medium,medium,old_age
2329,F,medium,medium,medium,medium,medium,medium,medium,old_age
2330,I,small,medium,medium,medium,light,medium,medium,old_age
2331,I,small,small,small,light,light,light,light,medium_age
2332,M,medium,medium,medium,medium,medium,medium,heavy,old_age
2333,F,medium,medium,medium,medium,medium,medium,medium,medium_age
2334,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2335,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2336,M,large,large,medium,heavy,medium,medium,heavy,old_age
2337,F,medium,large,high,medium,medium,medium,medium,old_age
2338,M,medium,medium,high,medium,medium,medium,medium,old_age
2339,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2340,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2341,F,medium,large,high,medium,medium,medium,medium,old_age
2342,I,small,small,small,light,light,light,light,young
2343,I,small,small,small,light,light,light,light,young
2344,I,small,small,small,light,light,light,light,young
2345,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2346,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2347,F,medium,medium,medium,medium,medium,medium,medium,old_age
2348,M,medium,medium,medium,medium,medium,medium,medium,old_age
2349,M,medium,medium,high,medium,medium,medium,medium,old_age
2350,F,small,small,small,light,light,light,light,medium_age
2351,F,medium,medium,high,medium,medium,light,medium,old_age
2352,M,medium,large,high,medium,medium,medium,medium,old_age
2353,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2354,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2355,M,large,large,medium,heavy,heavy,heavy,heavy,old_age
2356,M,medium,medium,medium,medium,medium,medium,medium,old_age
2357,M,medium,large,medium,heavy,heavy,medium,heavy,old_age
2358,M,medium,medium,medium,medium,medium,medium,medium,old_age
2359,F,large,large,high,heavy,heavy,medium,heavy,old_age
2360,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2361,F,medium,medium,high,medium,medium,medium,medium,old_age
2362,M,medium,medium,medium,medium,medium,medium,medium,old_age
2363,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2364,M,medium,large,high,medium,heavy,medium,heavy,old_age
2365,F,large,large,high,heavy,medium,medium,medium,old_age
2366,F,large,large,high,heavy,heavy,medium,heavy,old_age
2367,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2368,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2369,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2370,I,medium,medium,high,medium,medium,medium,heavy,old_age
2371,I,small,small,small,light,light,light,light,young
2372,M,small,small,small,light,light,light,light,young
2373,F,small,small,small,light,light,light,light,old_age
2374,F,medium,medium,medium,medium,medium,medium,medium,old_age
2375,I,small,small,small,light,light,light,light,old_age
2376,M,small,small,small,light,light,light,light,medium_age
2377,F,small,small,small,light,light,light,light,young
2378,I,medium,medium,medium,medium,medium,medium,medium,old_age
2379,I,small,small,small,light,light,light,light,old_age
2380,F,small,small,small,light,light,light,light,medium_age
2381,M,small,small,small,light,light,light,light,young
2382,M,small,small,small,light,light,light,light,young
2383,I,medium,medium,medium,medium,medium,medium,medium,old_age
2384,F,medium,medium,medium,medium,light,medium,medium,old_age
2385,F,small,small,small,light,light,light,light,old_age
2386,F,small,small,small,light,light,light,light,old_age
2387,F,medium,small,medium,medium,medium,medium,medium,old_age
2388,I,small,small,medium,medium,light,medium,light,old_age
2389,I,medium,small,medium,medium,medium,medium,medium,medium_age
2390,M,small,small,medium,light,light,light,light,old_age
2391,F,small,small,medium,light,light,light,light,old_age
2392,M,small,small,small,light,light,light,light,medium_age
2393,M,small,small,small,light,light,light,light,medium_age
2394,I,small,small,small,light,light,light,light,young
2395,I,large,medium,high,heavy,heavy,heavy,heavy,old_age
2396,I,large,large,high,heavy,medium,heavy,heavy,old_age
2397,I,large,large,medium,medium,medium,medium,heavy,old_age
2398,I,large,large,high,heavy,heavy,heavy,heavy,old_age
2399,I,medium,medium,medium,medium,medium,medium,medium,old_age
2400,F,medium,medium,high,medium,medium,medium,medium,old_age
2401,I,small,small,small,light,light,light,medium,old_age
2402,F,medium,medium,medium,medium,medium,medium,medium,old_age
2403,I,small,small,high,light,light,light,light,old_age
2404,M,small,small,small,light,light,light,light,medium_age
2405,I,medium,medium,high,medium,medium,medium,heavy,old_age
2406,I,large,large,medium,heavy,heavy,heavy,heavy,old_age
2407,F,medium,medium,high,medium,medium,medium,heavy,medium_age
2408,I,large,medium,high,heavy,heavy,heavy,heavy,old_age
2409,I,large,large,high,heavy,heavy,heavy,heavy,old_age
2410,F,large,large,medium,heavy,medium,heavy,heavy,young
2411,F,medium,small,small,medium,medium,medium,medium,medium_age
2412,I,medium,medium,small,light,light,light,medium,medium_age
2413,M,small,small,small,light,light,light,light,young
2414,F,medium,medium,medium,medium,medium,medium,medium,old_age
2415,I,small,small,small,light,light,light,light,medium_age
2416,M,small,small,small,light,light,light,light,medium_age
2417,M,small,small,medium,light,light,light,light,old_age
2418,M,small,small,small,light,light,light,light,old_age
2419,F,small,small,medium,light,light,light,light,old_age
2420,F,small,small,small,light,light,light,light,medium_age
2421,M,small,small,small,light,light,light,light,old_age
2422,I,medium,medium,high,medium,light,medium,medium,old_age
2423,F,small,small,medium,light,light,light,light,old_age
2424,F,small,small,small,light,light,light,light,medium_age
2425,M,small,small,small,light,light,light,light,young
2426,I,medium,medium,high,medium,medium,medium,medium,old_age
2427,I,medium,medium,medium,medium,medium,medium,medium,old_age
2428,M,small,small,small,light,light,light,light,young
2429,F,medium,medium,medium,medium,medium,medium,medium,medium_age
2430,M,small,small,small,light,light,light,light,medium_age
2431,I,medium,medium,medium,light,light,light,medium,old_age
2432,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2433,F,large,large,high,heavy,medium,heavy,heavy,old_age
2434,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2435,I,large,large,high,heavy,heavy,heavy,heavy,old_age
2436,F,small,medium,medium,medium,light,light,medium,old_age
2437,M,medium,medium,high,medium,medium,medium,heavy,old_age
2438,I,small,small,small,light,light,light,light,medium_age
2439,F,medium,medium,high,medium,medium,medium,medium,old_age
2440,F,small,small,small,light,light,light,light,medium_age
2441,M,small,small,medium,light,light,medium,light,old_age
2442,M,medium,medium,high,medium,medium,medium,medium,medium_age
2443,M,small,small,medium,light,light,light,light,medium_age
2444,F,small,small,medium,light,light,light,light,old_age
2445,M,medium,small,medium,light,light,medium,light,medium_age
2446,M,medium,medium,medium,medium,light,medium,medium,old_age
2447,F,medium,medium,high,medium,medium,medium,medium,old_age
2448,I,small,small,small,light,light,light,light,young
2449,F,small,small,small,light,light,light,light,young
2450,F,small,small,small,light,light,light,light,medium_age
2451,F,small,small,medium,light,light,light,light,medium_age
2452,M,small,small,small,light,light,light,light,medium_age
2453,M,small,small,small,light,light,light,light,medium_age
2454,I,small,small,small,light,light,light,light,young
2455,I,small,small,small,light,light,light,light,young
2456,I,small,small,small,light,light,light,light,young
2457,I,small,small,small,light,light,light,light,young
2458,I,small,small,small,light,light,light,light,young
2459,I,small,small,small,light,light,light,light,young
2460,F,medium,large,high,heavy,medium,heavy,heavy,old_age
2461,M,small,small,medium,medium,light,medium,medium,old_age
2462,F,medium,medium,medium,medium,medium,light,medium,old_age
2463,M,small,small,small,light,light,light,light,young
2464,M,medium,medium,medium,medium,medium,medium,heavy,old_age
2465,F,medium,medium,medium,medium,medium,medium,medium,old_age
2466,M,medium,medium,medium,medium,medium,medium,medium,old_age
2467,M,small,small,small,light,light,light,light,medium_age
2468,M,medium,medium,medium,medium,medium,medium,medium,old_age
2469,F,small,small,small,light,light,light,light,young
2470,M,medium,medium,medium,medium,medium,heavy,medium,old_age
2471,M,large,large,high,heavy,heavy,heavy,medium,old_age
2472,M,medium,medium,high,heavy,medium,medium,heavy,old_age
2473,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2474,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2475,M,large,large,medium,heavy,heavy,heavy,heavy,old_age
2476,F,medium,medium,high,heavy,medium,heavy,medium,old_age
2477,M,large,large,medium,heavy,heavy,heavy,heavy,old_age
2478,M,medium,medium,medium,medium,medium,medium,heavy,old_age
2479,F,small,small,high,light,light,light,light,young
2480,F,medium,medium,medium,medium,light,medium,medium,old_age
2481,F,medium,medium,medium,medium,light,medium,medium,old_age
2482,M,small,small,small,light,light,light,light,young
2483,M,medium,medium,high,medium,medium,medium,medium,old_age
2484,F,medium,medium,high,medium,medium,heavy,medium,old_age
2485,M,small,small,medium,medium,light,light,medium,old_age
2486,I,small,small,small,light,light,light,light,young
2487,F,medium,medium,medium,medium,light,medium,medium,old_age
2488,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2489,M,medium,medium,medium,medium,medium,medium,medium,old_age
2490,M,medium,medium,medium,medium,medium,light,medium,old_age
2491,M,small,small,small,light,light,light,light,young
2492,F,medium,medium,high,medium,light,medium,heavy,medium_age
2493,F,small,medium,medium,medium,light,light,medium,old_age
2494,I,small,small,small,light,light,light,light,young
2495,M,small,small,medium,light,light,light,light,medium_age
2496,M,small,small,high,medium,light,medium,medium,old_age
2497,F,medium,medium,medium,medium,light,medium,medium,old_age
2498,M,medium,medium,medium,medium,medium,medium,medium,old_age
2499,M,medium,medium,medium,medium,light,medium,medium,old_age
2500,M,medium,medium,medium,medium,medium,medium,heavy,old_age
2501,F,small,medium,medium,medium,light,medium,medium,old_age
2502,F,small,small,small,light,light,light,light,medium_age
2503,I,small,small,small,light,light,light,light,young
2504,I,small,small,small,light,light,light,light,young
2505,I,small,small,small,light,light,light,light,young
2506,I,small,small,small,light,light,light,light,young
2507,I,small,small,small,light,light,light,light,young
2508,I,small,small,small,light,light,light,light,young
2509,I,small,small,small,light,light,light,light,young
2510,I,small,small,small,light,light,light,light,young
2511,I,small,small,small,light,light,light,light,young
2512,I,small,small,small,light,light,light,light,young
2513,M,small,small,small,light,light,light,light,young
2514,F,small,small,medium,medium,medium,medium,medium,young
2515,I,small,small,small,light,medium,light,light,young
2516,F,small,small,small,medium,medium,medium,light,young
2517,I,small,small,small,light,medium,light,light,medium_age
2518,M,small,small,medium,medium,medium,light,light,young
2519,M,medium,medium,medium,medium,medium,medium,medium,young
2520,I,medium,medium,high,medium,medium,medium,medium,young
2521,M,medium,medium,high,medium,heavy,medium,medium,medium_age
2522,M,medium,medium,small,medium,medium,medium,medium,medium_age
2523,M,medium,medium,medium,medium,medium,medium,medium,old_age
2524,F,medium,medium,medium,medium,heavy,heavy,medium,medium_age
2525,M,medium,medium,high,heavy,heavy,heavy,heavy,old_age
2526,M,medium,medium,high,heavy,heavy,medium,medium,medium_age
2527,M,medium,large,high,heavy,heavy,heavy,heavy,medium_age
2528,M,large,large,high,heavy,heavy,medium,heavy,medium_age
2529,F,large,large,medium,heavy,heavy,medium,heavy,medium_age
2530,F,large,large,medium,heavy,heavy,heavy,heavy,young
2531,F,large,large,high,heavy,heavy,medium,medium,medium_age
2532,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
2533,F,large,large,medium,heavy,heavy,heavy,heavy,medium_age
2534,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
2535,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2536,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2537,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2538,I,large,large,high,heavy,heavy,heavy,heavy,old_age
2539,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2540,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2541,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2542,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
2543,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2544,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
2545,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
2546,I,small,small,small,light,light,light,light,young
2547,I,small,small,small,light,light,light,light,young
2548,I,small,small,small,light,light,light,light,young
2549,I,small,small,small,light,light,light,light,young
2550,I,small,small,small,light,light,light,light,young
2551,I,small,small,small,light,light,light,light,young
2552,I,small,small,small,light,light,light,light,young
2553,I,small,small,small,light,light,light,light,young
2554,I,small,small,small,light,light,light,light,young
2555,I,small,small,small,light,light,light,light,young
2556,I,small,small,small,light,light,light,light,young
2557,I,small,small,small,light,light,light,light,young
2558,I,small,small,small,light,light,light,light,young
2559,I,small,small,small,light,light,light,light,young
2560,I,small,small,small,light,light,light,light,young
2561,I,small,small,small,light,light,light,light,young
2562,I,small,small,small,light,medium,light,light,young
2563,I,small,small,small,light,light,light,light,young
2564,I,small,small,small,light,light,light,light,young
2565,I,small,small,medium,light,light,light,light,young
2566,I,small,small,small,light,light,light,light,young
2567,F,small,small,small,light,light,light,light,young
2568,F,small,small,small,light,light,light,light,young
2569,I,small,small,small,light,light,light,light,young
2570,I,small,small,small,light,light,light,light,young
2571,I,small,small,small,light,light,light,light,young
2572,M,small,small,small,light,light,light,light,medium_age
2573,I,small,medium,small,medium,medium,light,light,young
2574,I,small,small,small,light,light,light,light,young
2575,M,small,small,small,light,medium,light,light,young
2576,M,medium,small,medium,medium,medium,medium,light,young
2577,I,medium,medium,small,light,light,light,light,young
2578,I,medium,medium,small,medium,medium,medium,medium,young
2579,M,medium,medium,small,medium,medium,medium,medium,medium_age
2580,M,medium,medium,medium,medium,medium,medium,medium,young
2581,M,medium,medium,medium,medium,medium,medium,medium,young
