left,right,confidence,support
"{'bkon=f','qxmsq=f','reskd=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','skrxp=f'}",{'hdchk=f'},1,0
"{'bkon=f','rxmsq=f'}",{'hdchk=f'},1,0
"{'thrsk=f','wkna=f'}",{'hdchk=f'},1,0
"{'spcop=f','thrsk=f','wkna=f'}",{'hdchk=f'},1,0
"{'thrsk=f','wkna=f'}",{'hdchk=f'},1,0
"{'stlmt=f','thrsk=f','wkna=f'}",{'hdchk=f'},1,0
"{'thrsk=f','wkna=f'}",{'hdchk=f'},1,0
"{'spcop=f','stlmt=f','thrsk=f','wkna=f'}",{'hdchk=f'},1,0
"{'stlmt=f','thrsk=f','wkna=f'}",{'hdchk=f'},1,0
"{'spcop=f','thrsk=f','wkna=f'}",{'hdchk=f'},1,0
"{'thrsk=f','wkna=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','skach=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','skach=f','skrxp=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','skach=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','skach=f','wkna=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','skach=f','spcop=f','wkna=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','skach=f','spcop=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','skach=f','spcop=f','wkna=f'}",{'hdchk=f'},1,0
{'mulch=f'},{'skach=f'},1,0
"{'mulch=f','spcop=f'}",{'skach=f'},1,0
"{'hdchk=f','mulch=f'}",{'skach=f'},1,0
"{'hdchk=f','mulch=f','spcop=f'}",{'skach=f'},1,0
{'wkna=f'},{'hdchk=f'},1,0
"{'stlmt=f','wkna=f'}",{'hdchk=f'},1,0
{'wkna=f'},{'hdchk=f'},1,0
"{'mulch=f','reskd=f'}",{'skach=f'},1,0
"{'mulch=f','reskd=f','spcop=f'}",{'skach=f'},1,0
"{'hdchk=f','mulch=f','reskd=f'}",{'skach=f'},1,0
"{'hdchk=f','mulch=f','reskd=f','spcop=f'}",{'skach=f'},1,0
"{'skach=f','wkna=f'}",{'hdchk=f'},1,0
"{'skach=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'skach=f','wkna=f'}",{'hdchk=f'},1,0
"{'reskd=f','wkna=f'}",{'hdchk=f'},1,0
"{'reskd=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'reskd=f','wkna=f'}",{'hdchk=f'},1,0
"{'mulch=f','stlmt=f'}",{'skach=f'},1,0
"{'mulch=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'hdchk=f','mulch=f','stlmt=f'}",{'skach=f'},1,0
"{'hdchk=f','mulch=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'reskd=f','skach=f','wkna=f'}",{'hdchk=f'},1,0
"{'reskd=f','skach=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'reskd=f','skach=f','wkna=f'}",{'hdchk=f'},1,0
"{'mulch=f','reskd=f','stlmt=f'}",{'skach=f'},1,0
"{'mulch=f','reskd=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'hdchk=f','mulch=f','reskd=f','stlmt=f'}",{'skach=f'},1,0
"{'hdchk=f','mulch=f','reskd=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'mulch=f','qxmsq=f'}",{'skach=f'},1,0
"{'mulch=f','qxmsq=f','spcop=f'}",{'skach=f'},1,0
"{'hdchk=f','mulch=f','qxmsq=f'}",{'skach=f'},1,0
"{'hdchk=f','mulch=f','qxmsq=f','spcop=f'}",{'skach=f'},1,0
"{'bkon=f','mulch=f'}",{'skach=f'},1,0
"{'bkon=f','mulch=f','spcop=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','mulch=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','mulch=f','spcop=f'}",{'skach=f'},1,0
"{'qxmsq=f','wkna=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','wkna=f'}",{'hdchk=f'},1,0
"{'mulch=f','qxmsq=f','reskd=f'}",{'skach=f'},1,0
"{'mulch=f','qxmsq=f','reskd=f','spcop=f'}",{'skach=f'},1,0
"{'hdchk=f','mulch=f','qxmsq=f','reskd=f'}",{'skach=f'},1,0
"{'hdchk=f','mulch=f','qxmsq=f','reskd=f','spcop=f'}",{'skach=f'},1,0
"{'mulch=f','thrsk=f'}",{'skach=f'},1,0
"{'mulch=f','spcop=f','thrsk=f'}",{'skach=f'},1,0
"{'mulch=f','thrsk=f'}",{'skach=f'},1,0
"{'qxmsq=f','skach=f','wkna=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','skach=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','skach=f','wkna=f'}",{'hdchk=f'},1,0
"{'hdchk=f','mulch=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','mulch=f','spcop=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','mulch=f','thrsk=f'}",{'skach=f'},1,0
"{'bkon=f','mulch=f','reskd=f'}",{'skach=f'},1,0
"{'bkon=f','mulch=f','reskd=f','spcop=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','mulch=f','reskd=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','mulch=f','reskd=f','spcop=f'}",{'skach=f'},1,0
"{'mulch=f','reskd=f','thrsk=f'}",{'skach=f'},1,0
"{'mulch=f','reskd=f','spcop=f','thrsk=f'}",{'skach=f'},1,0
"{'mulch=f','reskd=f','thrsk=f'}",{'skach=f'},1,0
"{'qxmsq=f','reskd=f','wkna=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','wkna=f'}",{'hdchk=f'},1,0
"{'mulch=f','qxmsq=f','stlmt=f'}",{'skach=f'},1,0
"{'hdchk=f','mulch=f','reskd=f','thrsk=f'}",{'skach=f'},1,0
"{'mulch=f','qxmsq=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'hdchk=f','mulch=f','reskd=f','spcop=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','mulch=f','reskd=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','mulch=f','qxmsq=f','stlmt=f'}",{'skach=f'},1,0
"{'hdchk=f','mulch=f','qxmsq=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'bknwy=f','mulch=f'}",{'skach=f'},1,0
"{'qxmsq=f','reskd=f','skach=f','wkna=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','skach=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','skach=f','wkna=f'}",{'hdchk=f'},1,0
"{'bknwy=f','mulch=f','spcop=f'}",{'skach=f'},1,0
"{'mulch=f','wkna=f'}",{'skach=f'},1,0
"{'mulch=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'mulch=f','wkna=f'}",{'skach=f'},1,0
"{'bknwy=f','hdchk=f','mulch=f'}",{'skach=f'},1,0
"{'bkon=f','mulch=f','stlmt=f'}",{'skach=f'},1,0
"{'mulch=f','spcop=f','wkna=f'}",{'skach=f'},1,0
"{'mulch=f','spcop=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'mulch=f','spcop=f','wkna=f'}",{'skach=f'},1,0
{'mulch=f'},{'skach=f'},1,0
"{'hdchk=f','mulch=f'}",{'skach=f'},1,0
"{'mulch=f','reskd=f'}",{'skach=f'},1,0
"{'hdchk=f','mulch=f','reskd=f'}",{'skach=f'},1,0
"{'mulch=f','stlmt=f'}",{'skach=f'},1,0
"{'hdchk=f','mulch=f','stlmt=f'}",{'skach=f'},1,0
"{'mulch=f','reskd=f','stlmt=f'}",{'skach=f'},1,0
"{'hdchk=f','mulch=f','reskd=f','stlmt=f'}",{'skach=f'},1,0
"{'mulch=f','qxmsq=f'}",{'skach=f'},1,0
"{'hdchk=f','mulch=f','qxmsq=f'}",{'skach=f'},1,0
"{'bkon=f','mulch=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','mulch=f'}",{'skach=f'},1,0
"{'mulch=f','qxmsq=f','reskd=f'}",{'skach=f'},1,0
"{'hdchk=f','mulch=f','qxmsq=f','reskd=f'}",{'skach=f'},1,0
"{'bkon=f','mulch=f','reskd=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','mulch=f','reskd=f'}",{'skach=f'},1,0
{'spcop=f'},{'skach=f'},1,0
"{'mulch=f','qxmsq=f','stlmt=f'}",{'skach=f'},1,0
"{'hdchk=f','mulch=f','qxmsq=f','stlmt=f'}",{'skach=f'},1,0
{'hdchk=f'},{'skach=f'},1,0
"{'hdchk=f','spcop=f'}",{'skach=f'},1,0
"{'bknwy=f','mulch=f'}",{'skach=f'},1,0
"{'mulch=f','wkna=f'}",{'skach=f'},1,0
"{'mulch=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'mulch=f','wkna=f'}",{'skach=f'},1,0
{'reskd=f'},{'skach=f'},1,0
"{'reskd=f','spcop=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','spcop=f'}",{'skach=f'},1,0
{'stlmt=f'},{'skach=f'},1,0
"{'spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'hdchk=f','stlmt=f'}",{'skach=f'},1,0
"{'hdchk=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'reskd=f','stlmt=f'}",{'skach=f'},1,0
"{'reskd=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','stlmt=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
{'qxmsq=f'},{'skach=f'},1,0
"{'qxmsq=f','spcop=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','spcop=f'}",{'skach=f'},1,0
{'bkon=f'},{'skach=f'},1,0
"{'bkon=f','spcop=f'}",{'skach=f'},1,0
"{'qxmsq=f','reskd=f'}",{'skach=f'},1,0
"{'qxmsq=f','reskd=f','spcop=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','spcop=f'}",{'skach=f'},1,0
{'thrsk=f'},{'skach=f'},1,0
"{'spcop=f','thrsk=f'}",{'skach=f'},1,0
{'thrsk=f'},{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','spcop=f'}",{'skach=f'},1,0
"{'qxmsq=f','stlmt=f'}",{'skach=f'},1,0
"{'qxmsq=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','reskd=f'}",{'skach=f'},1,0
"{'bkon=f','reskd=f','spcop=f'}",{'skach=f'},1,0
"{'hdchk=f','thrsk=f'}",{'skach=f'},1,0
"{'reskd=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','spcop=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','thrsk=f'}",{'skach=f'},1,0
"{'reskd=f','spcop=f','thrsk=f'}",{'skach=f'},1,0
"{'reskd=f','thrsk=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','reskd=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','reskd=f','spcop=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','stlmt=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','spcop=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','thrsk=f'}",{'skach=f'},1,0
"{'qxmsq=f','reskd=f','stlmt=f'}",{'skach=f'},1,0
"{'qxmsq=f','reskd=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
{'wkna=f'},{'skach=f'},1,0
"{'stlmt=f','wkna=f'}",{'skach=f'},1,0
{'wkna=f'},{'skach=f'},1,0
"{'spcop=f','wkna=f'}",{'skach=f'},1,0
"{'spcop=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'spcop=f','wkna=f'}",{'skach=f'},1,0
"{'stlmt=f','thrsk=f'}",{'skach=f'},1,0
"{'spcop=f','stlmt=f','thrsk=f'}",{'skach=f'},1,0
"{'stlmt=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','stlmt=f'}",{'skach=f'},1,0
{'rxmsq=f'},{'skach=f'},1,0
"{'hdchk=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'rxmsq=f','spcop=f'}",{'skach=f'},1,0
"{'hdchk=f','spcop=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','spcop=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','spcop=f','wkna=f'}",{'skach=f'},1,0
"{'bkon=f','reskd=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','reskd=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'hdchk=f','stlmt=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','spcop=f','stlmt=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','stlmt=f','thrsk=f'}",{'skach=f'},1,0
"{'reskd=f','stlmt=f','thrsk=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','reskd=f','stlmt=f'}",{'skach=f'},1,0
"{'reskd=f','spcop=f','stlmt=f','thrsk=f'}",{'skach=f'},1,0
"{'reskd=f','stlmt=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','rxmsq=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','reskd=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'reskd=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','rxmsq=f','spcop=f'}",{'skach=f'},1,0
"{'reskd=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'reskd=f','wkna=f'}",{'skach=f'},1,0
"{'reskd=f','spcop=f','wkna=f'}",{'skach=f'},1,0
"{'reskd=f','spcop=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'reskd=f','spcop=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','spcop=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','spcop=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','spcop=f','wkna=f'}",{'skach=f'},1,0
"{'qxmsq=f','rxmsq=f'}",{'skach=f'},1,0
"{'reskd=f','rxmsq=f'}",{'skach=f'},1,0
"{'rxmsq=f','stlmt=f'}",{'skach=f'},1,0
"{'qxmsq=f','rxmsq=f','spcop=f'}",{'skach=f'},1,0
"{'reskd=f','rxmsq=f','spcop=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','stlmt=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','spcop=f','stlmt=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','stlmt=f','thrsk=f'}",{'skach=f'},1,0
"{'rxmsq=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','qxmsq=f'}",{'skach=f'},1,0
"{'bkon=f','qxmsq=f','spcop=f'}",{'skach=f'},1,0
"{'hdchk=f','rxmsq=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','qxmsq=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','rxmsq=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','rxmsq=f'}",{'skach=f'},1,0
"{'hdchk=f','rxmsq=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
{'bknwy=f'},{'skach=f'},1,0
"{'bkon=f','hdchk=f','qxmsq=f','spcop=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','rxmsq=f','spcop=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','rxmsq=f','spcop=f'}",{'skach=f'},1,0
"{'bknwy=f','spcop=f'}",{'skach=f'},1,0
"{'bknwy=f','hdchk=f'}",{'skach=f'},1,0
"{'qxmsq=f','thrsk=f'}",{'skach=f'},1,0
"{'bknwy=f','hdchk=f','spcop=f'}",{'skach=f'},1,0
"{'qxmsq=f','spcop=f','thrsk=f'}",{'skach=f'},1,0
"{'qxmsq=f','thrsk=f'}",{'skach=f'},1,0
"{'qxmsq=f','reskd=f','rxmsq=f'}",{'skach=f'},1,0
"{'reskd=f','rxmsq=f','stlmt=f'}",{'skach=f'},1,0
"{'qxmsq=f','rxmsq=f','stlmt=f'}",{'skach=f'},1,0
"{'qxmsq=f','reskd=f','rxmsq=f','spcop=f'}",{'skach=f'},1,0
"{'reskd=f','rxmsq=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'qxmsq=f','rxmsq=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','qxmsq=f','reskd=f'}",{'skach=f'},1,0
"{'bkon=f','qxmsq=f','reskd=f','spcop=f'}",{'skach=f'},1,0
"{'bknwy=f','reskd=f'}",{'skach=f'},1,0
"{'bknwy=f','reskd=f','spcop=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','thrsk=f'}",{'skach=f'},1,0
"{'qxmsq=f','reskd=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','spcop=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','rxmsq=f','stlmt=f'}",{'skach=f'},1,0
"{'qxmsq=f','reskd=f','spcop=f','thrsk=f'}",{'skach=f'},1,0
"{'qxmsq=f','reskd=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','rxmsq=f','stlmt=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','rxmsq=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','qxmsq=f','reskd=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','rxmsq=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','rxmsq=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','qxmsq=f','reskd=f','spcop=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','rxmsq=f','spcop=f'}",{'skach=f'},1,0
"{'bknwy=f','hdchk=f','reskd=f'}",{'skach=f'},1,0
"{'bknwy=f','hdchk=f','reskd=f','spcop=f'}",{'skach=f'},1,0
"{'bkon=f','thrsk=f'}",{'skach=f'},1,0
"{'bkon=f','spcop=f','thrsk=f'}",{'skach=f'},1,0
"{'bkon=f','thrsk=f'}",{'skach=f'},1,0
"{'qxmsq=f','reskd=f','rxmsq=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','qxmsq=f','stlmt=f'}",{'skach=f'},1,0
"{'qxmsq=f','reskd=f','rxmsq=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','thrsk=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','spcop=f','thrsk=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','thrsk=f'}",{'skach=f'},1,0
"{'bkon=f','qxmsq=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','spcop=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','thrsk=f'}",{'skach=f'},1,0
"{'bkon=f','mulch=f'}",{'hdchk=f'},1,0
"{'bkon=f','mulch=f','spcop=f'}",{'hdchk=f'},1,0
"{'bkon=f','hdchk=f','qxmsq=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','qxmsq=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','reskd=f','thrsk=f'}",{'skach=f'},1,0
"{'bkon=f','reskd=f','spcop=f','thrsk=f'}",{'skach=f'},1,0
"{'bkon=f','reskd=f','thrsk=f'}",{'skach=f'},1,0
"{'bknwy=f','stlmt=f'}",{'skach=f'},1,0
"{'qxmsq=f','wkna=f'}",{'skach=f'},1,0
"{'qxmsq=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'qxmsq=f','wkna=f'}",{'skach=f'},1,0
"{'bknwy=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'qxmsq=f','spcop=f','wkna=f'}",{'skach=f'},1,0
"{'qxmsq=f','spcop=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'qxmsq=f','spcop=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','rxmsq=f','stlmt=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','rxmsq=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'bknwy=f','hdchk=f','stlmt=f'}",{'skach=f'},1,0
"{'bknwy=f','hdchk=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','reskd=f','thrsk=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','reskd=f','spcop=f','thrsk=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','reskd=f','thrsk=f'}",{'skach=f'},1,0
"{'qxmsq=f','stlmt=f','thrsk=f'}",{'skach=f'},1,0
"{'qxmsq=f','spcop=f','stlmt=f','thrsk=f'}",{'skach=f'},1,0
"{'qxmsq=f','stlmt=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','wkna=f'}",{'skach=f'},1,0
{'hdchk=f'},{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','spcop=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','spcop=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','spcop=f','wkna=f'}",{'skach=f'},1,0
"{'bkon=f','qxmsq=f','reskd=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','qxmsq=f','reskd=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','mulch=f','reskd=f'}",{'hdchk=f'},1,0
"{'bkon=f','wkna=f'}",{'skach=f'},1,0
"{'bkon=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'bkon=f','wkna=f'}",{'skach=f'},1,0
"{'bkon=f','mulch=f','reskd=f','spcop=f'}",{'hdchk=f'},1,0
{'reskd=f'},{'skach=f'},1,0
"{'bkon=f','spcop=f','wkna=f'}",{'skach=f'},1,0
"{'bkon=f','spcop=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'bkon=f','spcop=f','wkna=f'}",{'skach=f'},1,0
"{'bknwy=f','reskd=f','stlmt=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','stlmt=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','spcop=f','stlmt=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','stlmt=f','thrsk=f'}",{'skach=f'},1,0
"{'bknwy=f','reskd=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','wkna=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','wkna=f'}",{'skach=f'},1,0
"{'qxmsq=f','reskd=f','stlmt=f','thrsk=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','qxmsq=f','reskd=f','stlmt=f'}",{'skach=f'},1,0
"{'qxmsq=f','reskd=f','spcop=f','stlmt=f','thrsk=f'}",{'skach=f'},1,0
"{'qxmsq=f','reskd=f','stlmt=f','thrsk=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','spcop=f','wkna=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','spcop=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','spcop=f','wkna=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','qxmsq=f','reskd=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'qxmsq=f','reskd=f','wkna=f'}",{'skach=f'},1,0
"{'qxmsq=f','reskd=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'qxmsq=f','reskd=f','wkna=f'}",{'skach=f'},1,0
"{'bknwy=f','hdchk=f','reskd=f','stlmt=f'}",{'skach=f'},1,0
"{'qxmsq=f','reskd=f','spcop=f','wkna=f'}",{'skach=f'},1,0
"{'qxmsq=f','reskd=f','spcop=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'qxmsq=f','reskd=f','spcop=f','wkna=f'}",{'skach=f'},1,0
"{'bknwy=f','hdchk=f','reskd=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','stlmt=f','thrsk=f'}",{'skach=f'},1,0
"{'bkon=f','spcop=f','stlmt=f','thrsk=f'}",{'skach=f'},1,0
"{'bkon=f','stlmt=f','thrsk=f'}",{'skach=f'},1,0
"{'bkon=f','rxmsq=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f'}",{'skach=f'},1,0
"{'thrsk=f','wkna=f'}",{'skach=f'},1,0
"{'bkon=f','rxmsq=f','spcop=f'}",{'skach=f'},1,0
"{'spcop=f','thrsk=f','wkna=f'}",{'skach=f'},1,0
"{'thrsk=f','wkna=f'}",{'skach=f'},1,0
"{'stlmt=f','thrsk=f','wkna=f'}",{'skach=f'},1,0
"{'thrsk=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','wkna=f'}",{'skach=f'},1,0
"{'spcop=f','stlmt=f','thrsk=f','wkna=f'}",{'skach=f'},1,0
"{'stlmt=f','thrsk=f','wkna=f'}",{'skach=f'},1,0
"{'spcop=f','thrsk=f','wkna=f'}",{'skach=f'},1,0
"{'thrsk=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','wkna=f'}",{'skach=f'},1,0
