id,bkblk,bknwy,bkon8,bkona,bkspr,bkxbq,bkxcr,bkxwp,blxwp,bxqsq,cntxt,dsopp,dwipd,hdchk,katri,mulch,qxmsq,class_name
712,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,nowin
713,t,f,f,f,f,t,f,f,f,f,t,f,g,f,n,f,f,won
714,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,won
715,f,f,f,f,f,t,t,t,t,f,f,f,l,f,n,f,f,won
716,f,f,f,f,t,f,t,f,f,t,f,f,g,f,n,f,f,nowin
717,t,f,f,f,t,t,f,f,t,f,t,f,l,f,w,f,f,won
718,f,f,f,f,f,f,f,f,t,f,f,f,g,f,n,f,f,won
719,t,f,f,f,f,f,t,t,t,f,t,f,l,f,w,f,f,won
720,t,f,f,f,f,f,f,f,f,f,t,f,g,f,n,f,f,won
721,f,f,f,f,f,f,f,f,f,t,f,t,l,f,n,f,f,won
722,f,f,f,f,t,f,t,f,f,t,t,f,g,f,n,f,f,nowin
723,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
724,t,f,f,f,f,f,f,f,f,f,f,f,g,f,b,f,f,nowin
725,f,f,f,f,f,t,f,f,f,t,t,f,l,f,w,f,f,won
726,f,f,f,t,t,f,f,f,f,f,t,f,l,f,n,f,f,nowin
727,f,f,f,f,t,t,f,t,t,t,t,f,l,f,n,f,f,nowin
728,f,f,f,f,t,f,t,f,f,t,t,f,l,f,n,f,f,nowin
729,f,f,t,f,f,f,t,t,t,t,f,f,l,f,n,f,f,nowin
730,f,f,f,f,t,t,t,t,t,f,f,f,l,f,n,f,f,nowin
731,f,t,f,f,f,f,f,f,f,t,t,f,l,f,w,f,f,nowin
732,f,f,f,f,f,f,f,f,t,f,f,f,l,f,n,f,f,won
733,f,f,f,f,t,t,t,t,t,f,f,f,l,f,n,f,f,won
734,f,f,f,f,f,t,f,f,t,f,f,f,g,f,n,f,f,nowin
735,f,f,f,f,t,f,t,f,f,t,f,f,l,f,n,f,f,nowin
736,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,t,won
737,f,f,f,f,f,f,t,f,f,t,f,f,g,f,n,f,f,nowin
738,f,f,f,f,t,f,t,t,t,f,f,f,g,f,n,f,f,won
739,f,f,f,t,f,t,t,t,t,f,f,f,l,f,n,f,f,won
740,t,f,f,f,f,f,f,f,f,f,t,f,g,f,b,f,f,won
741,f,f,f,f,t,f,t,t,t,f,f,f,l,f,n,f,f,won
742,f,f,f,f,f,t,f,f,f,t,t,f,l,f,w,f,f,won
743,f,f,f,f,t,f,t,f,f,f,f,f,l,f,n,f,f,won
744,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,won
745,f,f,f,t,f,t,f,f,f,f,t,f,l,f,n,t,f,nowin
746,t,f,f,f,f,f,f,f,f,f,t,t,l,f,n,f,f,won
747,f,f,f,f,f,f,f,f,f,t,t,f,l,f,n,f,f,nowin
748,f,t,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,won
749,f,f,f,f,t,t,t,t,t,f,f,f,g,f,n,f,f,won
750,f,f,f,f,f,t,f,f,f,t,f,t,l,f,n,f,f,won
751,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,nowin
752,t,f,f,f,t,f,t,t,t,t,t,f,l,f,w,f,f,nowin
753,f,f,f,f,f,t,f,f,t,f,f,f,g,f,n,f,f,nowin
754,f,t,f,f,f,t,f,f,f,t,t,f,l,f,b,t,f,nowin
755,f,f,f,f,f,t,f,f,f,t,f,f,g,f,n,f,f,won
756,f,f,f,f,f,f,t,t,t,t,t,f,g,f,b,f,f,nowin
757,f,f,f,f,f,f,f,f,t,f,f,f,g,f,n,f,f,nowin
758,f,f,f,f,t,f,t,f,f,f,f,f,l,f,n,f,f,won
759,f,f,f,f,t,f,f,f,t,f,f,f,l,f,b,f,f,nowin
760,f,f,f,f,f,f,t,t,t,f,f,f,l,f,n,f,f,nowin
761,f,t,f,f,f,t,f,f,f,f,t,f,l,f,n,t,f,nowin
762,f,f,f,f,t,t,t,f,f,f,f,f,l,f,n,f,f,won
763,f,f,f,f,f,t,f,f,f,f,t,f,l,f,n,t,f,nowin
764,f,f,f,f,f,t,t,f,t,f,f,f,l,f,n,f,f,nowin
765,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,won
766,f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,nowin
767,f,f,f,f,t,f,f,f,t,f,f,f,l,f,b,f,f,nowin
768,f,t,f,f,f,f,f,f,f,t,t,f,l,f,w,f,f,nowin
769,f,f,f,f,f,f,f,f,t,f,f,t,g,f,n,f,f,nowin
770,f,f,f,f,f,f,f,f,f,t,t,f,l,f,n,f,f,nowin
771,f,f,f,t,t,t,f,f,f,f,f,f,l,f,n,f,f,nowin
772,f,f,f,f,f,f,f,f,t,f,t,f,g,f,n,f,f,won
773,f,f,f,f,f,f,f,f,f,f,t,t,l,f,w,f,f,won
774,f,f,f,f,f,t,f,f,f,f,t,f,g,f,n,f,f,won
775,f,f,f,f,f,f,f,f,f,f,t,f,l,f,w,f,f,won
776,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,t,won
777,f,f,f,f,f,t,t,f,f,f,f,f,l,f,n,f,f,won
778,f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,nowin
779,t,f,f,t,t,f,t,t,t,t,t,f,g,f,n,f,f,nowin
780,f,f,f,f,f,f,f,f,t,f,t,f,l,f,n,f,f,won
781,f,f,f,f,t,f,f,f,f,t,f,f,l,f,n,f,f,won
782,f,f,f,f,f,f,t,f,f,t,t,f,g,f,n,f,f,nowin
783,f,f,f,f,t,t,t,f,f,f,t,f,l,f,n,f,f,won
784,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,t,nowin
785,f,f,f,f,t,t,t,f,t,f,f,f,l,f,n,f,f,nowin
786,f,f,f,f,f,t,t,f,f,t,t,f,l,f,n,f,f,nowin
787,t,f,f,f,f,f,t,t,t,f,f,f,l,f,w,f,f,nowin
788,f,f,f,f,t,f,f,f,t,f,f,f,l,f,n,f,f,nowin
789,t,f,f,f,t,t,t,t,t,f,t,f,l,f,n,f,f,won
790,f,f,f,f,f,f,f,f,f,f,t,t,l,f,n,f,f,nowin
791,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,nowin
792,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,won
793,f,f,f,f,f,f,t,f,f,f,t,f,l,f,n,f,f,nowin
794,f,f,f,f,t,t,t,f,f,f,t,f,l,f,w,f,f,won
795,t,f,t,f,f,t,f,f,f,f,t,f,l,f,n,f,f,nowin
796,f,f,f,f,f,f,t,f,f,t,t,f,l,f,b,f,f,nowin
797,f,f,f,f,f,t,f,f,f,t,f,t,l,f,n,f,f,nowin
798,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,nowin
799,f,f,f,f,t,f,t,t,t,f,f,f,l,f,n,f,f,nowin
800,f,f,f,f,t,f,t,f,f,f,t,f,g,f,n,f,f,nowin
801,t,f,f,f,f,f,f,f,f,f,f,f,g,f,b,f,f,nowin
802,f,f,f,f,f,t,f,f,f,t,t,f,l,f,n,f,f,nowin
803,f,f,f,f,f,t,t,t,t,t,t,f,g,f,n,f,f,nowin
804,f,f,f,f,t,t,t,f,f,t,f,f,l,f,n,f,f,nowin
805,f,f,f,f,t,f,t,t,t,t,f,f,l,f,n,f,f,nowin
806,f,t,f,f,f,f,f,f,t,f,t,f,l,f,w,f,f,won
807,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,nowin
808,f,f,f,f,f,f,f,f,t,f,f,t,l,f,n,f,f,won
809,f,t,f,f,t,f,f,f,t,f,f,f,l,f,n,f,f,won
810,f,f,f,f,f,f,f,f,f,t,f,t,l,f,n,f,f,won
811,f,f,f,f,f,f,f,f,t,f,t,t,g,f,n,f,t,won
812,f,f,t,f,t,t,t,f,f,f,f,f,g,f,n,f,f,won
813,f,f,f,f,f,f,t,t,t,f,t,f,l,f,n,f,f,nowin
814,f,f,f,t,t,t,f,f,f,f,f,f,l,f,n,f,f,won
815,f,f,f,f,t,f,t,f,f,f,f,f,l,f,n,f,f,won
816,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
817,f,f,f,f,f,f,t,t,t,t,f,t,l,f,n,f,f,nowin
818,f,f,f,f,t,f,f,f,f,f,f,f,g,f,n,f,f,won
819,f,f,f,f,t,f,t,t,t,f,f,f,l,f,n,f,f,won
820,f,f,f,f,f,f,f,f,f,f,t,f,g,f,n,f,f,won
821,f,f,f,t,t,f,t,t,t,t,f,f,g,f,n,f,f,nowin
822,f,f,f,f,f,t,f,f,t,f,f,f,g,f,n,f,f,won
823,t,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,won
824,f,f,f,f,f,f,f,f,f,f,t,t,l,f,n,f,t,won
825,f,f,f,f,t,f,t,t,t,t,t,f,l,f,b,f,f,nowin
826,t,f,f,f,t,f,t,t,t,t,t,f,l,f,n,f,f,nowin
827,f,f,f,t,t,t,f,f,f,t,f,f,l,f,n,f,f,won
828,f,f,f,f,t,f,t,f,f,f,f,f,g,f,n,f,f,won
829,f,f,f,f,t,f,f,f,f,f,t,f,g,f,b,f,f,nowin
830,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
831,f,f,f,f,f,t,f,f,t,f,f,f,l,f,n,f,f,won
832,f,f,f,f,f,f,f,f,t,f,f,t,l,f,n,f,f,won
833,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,nowin
834,t,t,f,f,f,f,f,f,f,f,f,f,l,f,b,f,f,nowin
835,f,f,f,t,f,t,f,f,f,f,f,f,l,f,n,f,f,won
836,f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,nowin
837,f,f,f,f,f,t,f,f,t,f,f,f,l,f,n,f,f,won
838,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
839,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,nowin
840,f,f,f,f,f,t,f,t,t,t,f,f,g,f,n,f,f,nowin
841,f,t,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,nowin
842,f,f,f,f,f,f,f,f,t,f,t,t,g,f,n,f,f,nowin
843,t,f,f,f,t,f,t,f,t,f,f,t,l,f,b,f,f,nowin
844,f,f,f,f,t,t,t,f,f,f,f,f,l,f,n,f,f,won
845,f,f,f,f,f,f,f,f,t,f,f,f,l,f,n,f,f,won
846,f,f,f,f,f,t,t,f,f,f,t,f,l,f,n,f,f,won
847,f,f,f,t,f,f,t,t,t,f,f,t,l,f,w,f,f,nowin
848,f,f,f,f,f,t,f,f,f,t,f,t,l,f,n,f,f,nowin
849,t,f,f,f,t,t,f,f,f,f,t,f,l,f,w,f,f,won
850,f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,nowin
851,f,f,f,f,t,f,f,f,t,f,f,f,l,f,n,f,f,won
852,f,f,f,f,t,f,t,t,t,t,f,f,l,f,n,f,f,nowin
853,f,f,f,t,t,f,t,t,t,t,f,f,g,f,n,f,f,nowin
854,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
855,f,f,f,f,f,t,f,f,t,f,f,f,g,f,n,f,f,nowin
856,f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,nowin
857,f,f,f,t,t,t,f,f,t,f,f,f,l,f,n,f,f,nowin
858,f,f,f,f,f,t,t,f,f,t,t,t,l,f,n,f,t,nowin
859,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,won
860,f,f,f,f,t,f,t,f,f,f,f,f,l,f,n,f,f,won
861,f,f,f,f,t,t,f,f,t,f,f,f,g,f,n,f,f,won
862,f,f,f,f,f,t,f,t,t,t,t,f,g,f,n,f,f,nowin
863,t,f,f,f,t,f,t,t,t,t,t,f,l,f,n,f,f,nowin
864,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
865,f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,won
866,f,f,f,f,f,t,t,f,f,f,f,f,l,f,n,f,f,won
867,f,f,f,f,f,t,f,f,f,f,f,f,g,f,n,f,f,nowin
868,f,f,f,f,f,f,f,f,f,f,f,t,g,f,n,f,f,nowin
869,t,f,f,f,f,t,t,f,f,f,t,f,l,f,n,f,f,won
870,f,f,f,t,t,t,f,f,f,f,f,f,l,f,n,f,f,nowin
871,f,f,f,f,f,t,f,f,f,f,f,t,g,f,n,f,f,won
872,f,f,t,f,f,f,t,t,t,t,f,f,l,f,n,f,f,nowin
873,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
874,f,f,f,f,f,t,t,f,f,f,f,f,l,f,n,f,f,nowin
875,t,f,f,t,f,t,t,t,t,f,t,f,l,f,n,f,f,won
876,f,f,f,f,f,t,f,f,f,f,t,f,l,f,w,f,f,won
877,f,f,f,f,t,t,t,f,f,f,f,f,l,f,n,f,f,nowin
878,t,f,f,f,f,t,t,f,f,f,t,f,l,f,b,f,f,won
879,f,f,f,f,t,t,t,f,f,f,t,f,l,f,w,f,f,won
880,f,f,f,f,f,t,f,f,f,f,t,f,l,f,w,f,f,won
881,f,f,f,t,f,t,t,t,t,t,t,f,l,f,n,f,f,nowin
882,t,f,f,f,f,t,f,f,f,f,t,f,g,f,n,f,f,won
883,t,f,f,f,t,f,t,t,t,t,t,f,l,f,n,f,f,nowin
884,t,f,f,f,t,f,f,f,t,f,t,f,g,f,b,f,f,won
885,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
886,t,f,f,f,t,t,t,f,t,f,t,f,l,f,b,f,f,won
887,f,f,f,f,f,f,t,f,f,f,f,f,l,f,n,f,f,nowin
888,f,f,f,f,f,f,f,f,f,f,t,f,l,f,b,f,f,nowin
889,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
890,f,f,f,f,f,f,f,f,t,f,f,f,g,f,n,f,f,won
891,f,f,f,f,f,f,t,f,f,f,f,f,l,f,w,f,f,nowin
892,f,f,f,t,t,t,t,t,t,t,t,f,g,f,n,f,f,nowin
893,f,f,f,f,t,f,f,f,f,f,t,f,g,f,b,f,f,nowin
894,f,f,f,t,f,t,f,f,f,f,f,f,l,f,n,f,f,won
895,f,f,f,t,t,f,t,t,t,t,f,f,l,f,n,f,f,nowin
896,f,f,f,t,t,f,t,t,t,t,f,f,l,f,n,f,f,nowin
897,f,f,f,f,f,f,t,f,f,f,f,t,g,f,n,f,f,nowin
898,f,f,f,f,t,t,f,t,t,t,t,f,g,f,n,f,f,nowin
899,f,f,f,f,f,t,t,f,f,t,f,f,l,f,n,f,f,won
900,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
901,f,f,f,f,f,f,f,f,t,f,f,f,l,f,n,f,f,won
902,f,f,f,t,t,f,t,t,t,t,f,f,g,f,n,f,f,nowin
903,f,f,f,f,f,f,f,f,f,t,t,t,l,f,n,f,f,nowin
904,f,f,f,f,t,t,t,t,t,t,f,f,l,f,n,f,f,nowin
905,f,f,f,f,t,f,f,f,t,f,f,f,g,f,n,f,f,won
906,f,t,f,f,t,f,f,f,t,f,f,f,l,f,w,f,f,won
907,t,f,f,f,f,f,t,t,t,t,t,f,l,f,w,f,f,nowin
908,f,f,f,f,t,f,f,f,f,t,f,f,l,f,n,f,f,won
909,f,f,f,f,f,t,t,f,f,f,t,f,l,f,n,f,f,won
910,f,f,f,f,f,t,f,f,f,f,t,f,l,f,w,f,f,won
911,f,f,f,f,f,t,f,f,f,f,f,f,g,f,n,f,f,won
912,f,f,f,f,t,f,f,f,f,f,f,f,l,f,n,f,f,won
913,f,f,f,f,t,t,t,t,t,f,f,f,g,f,n,f,f,nowin
914,t,f,t,f,f,t,f,f,f,f,t,f,g,f,b,f,f,won
915,f,f,f,f,t,t,t,f,f,f,f,f,l,f,n,f,f,won
916,f,f,f,f,f,f,f,f,f,t,f,t,l,f,n,f,f,nowin
917,f,f,f,f,t,f,t,t,t,t,f,f,l,f,n,f,f,nowin
918,f,f,f,t,t,t,f,f,f,f,f,f,g,f,n,t,f,nowin
919,f,f,f,f,f,f,t,t,t,f,f,f,g,f,n,f,f,nowin
920,f,f,f,f,f,f,f,f,f,t,f,f,g,f,n,f,f,nowin
921,t,t,f,t,f,f,f,f,f,f,f,f,l,t,n,t,f,nowin
922,f,f,f,f,t,f,t,t,t,f,f,f,g,f,n,f,f,nowin
923,f,f,f,f,f,f,f,f,t,f,t,f,l,f,n,f,f,nowin
924,f,f,f,f,t,f,t,f,f,t,f,f,g,f,n,f,f,nowin
925,f,f,f,f,t,t,t,f,f,f,f,f,g,f,n,f,f,nowin
926,f,f,f,f,f,t,f,f,t,f,f,f,l,f,n,f,f,nowin
927,f,f,f,f,f,t,f,f,t,f,f,f,l,f,n,t,f,nowin
928,f,f,f,f,f,f,t,t,t,f,f,f,g,f,n,f,f,nowin
929,f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,t,nowin
930,f,f,f,f,f,f,f,f,f,t,t,f,g,f,n,f,f,nowin
931,f,f,f,f,f,f,f,f,f,t,f,f,g,f,n,f,f,nowin
932,f,f,f,f,t,f,f,f,f,f,f,f,l,f,n,f,f,nowin
933,f,f,f,f,t,f,t,t,t,f,t,f,g,f,n,f,f,won
934,f,f,f,f,t,f,t,t,t,t,f,f,l,f,n,f,f,nowin
935,f,f,f,f,f,f,f,f,f,f,f,t,l,f,n,f,f,nowin
936,f,f,f,f,t,f,f,f,f,f,f,f,l,f,n,f,f,nowin
937,f,f,f,t,f,t,f,f,f,t,f,f,l,f,n,f,f,nowin
938,t,f,f,t,t,f,f,f,f,f,t,f,l,f,b,f,f,won
939,f,f,f,f,f,f,f,f,f,f,f,t,g,f,n,f,f,nowin
940,f,f,f,f,t,t,f,t,t,t,t,f,l,f,n,f,f,nowin
941,f,f,f,f,f,t,t,f,t,f,f,f,l,f,n,f,f,won
942,f,f,f,f,f,f,f,f,f,t,f,t,g,f,n,f,f,won
943,f,f,f,f,f,f,f,f,t,f,t,f,l,f,n,f,f,won
944,f,f,f,f,f,f,f,f,t,f,f,f,l,f,n,f,f,won
945,f,f,f,f,f,f,f,f,f,t,t,f,l,f,w,f,f,won
946,f,f,f,f,f,f,f,f,f,f,f,t,l,f,n,f,f,won
947,f,f,f,f,f,t,t,t,t,f,t,f,l,f,n,f,f,won
948,f,f,f,f,f,t,f,f,t,f,t,f,l,f,n,f,f,won
949,f,f,f,f,f,f,t,f,t,f,f,f,g,f,n,f,f,won
950,f,t,f,t,f,t,f,f,f,t,t,f,l,f,n,f,f,nowin
951,f,f,f,t,f,t,f,f,f,f,t,f,l,f,w,f,f,won
952,f,f,f,f,t,f,t,t,t,f,f,f,g,f,n,f,f,won
953,f,f,t,f,t,t,t,f,f,t,t,f,g,f,b,f,f,nowin
954,f,f,f,f,f,t,t,t,t,f,t,f,l,f,n,f,f,won
955,f,f,f,f,f,f,f,f,t,f,t,f,l,f,n,f,f,won
956,f,f,f,f,t,f,f,f,f,f,f,f,l,f,n,f,f,won
957,f,f,f,f,t,t,t,f,t,f,f,f,g,f,n,f,f,won
958,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
959,f,f,f,f,t,t,t,t,t,f,f,f,l,f,n,t,f,nowin
960,f,f,f,f,f,f,f,f,f,t,f,t,l,f,n,f,f,won
961,f,t,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,won
962,f,f,f,f,f,f,f,f,t,f,t,f,l,f,w,f,f,won
963,f,f,f,f,f,f,f,f,t,f,f,f,l,f,n,f,f,won
964,f,f,f,f,t,t,t,t,t,t,f,f,l,f,n,f,f,nowin
965,f,f,f,t,t,t,f,f,f,f,f,f,g,f,n,f,f,nowin
966,t,f,f,t,f,f,t,t,t,f,f,t,l,t,n,t,f,nowin
967,f,f,f,f,f,t,f,f,f,t,t,f,l,f,w,f,f,won
968,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,nowin
969,f,f,f,f,t,t,t,t,t,f,f,f,l,f,n,f,f,won
970,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,won
971,f,f,f,f,f,t,t,f,f,t,t,f,l,f,w,f,f,won
972,f,t,f,t,f,t,f,f,f,t,f,f,l,f,n,f,f,nowin
973,t,t,f,t,f,t,f,f,f,f,t,f,l,f,b,f,f,won
974,f,f,f,f,t,t,t,f,f,f,f,f,g,f,n,f,f,won
975,f,f,f,f,t,t,t,t,t,f,f,f,l,f,n,f,f,won
976,f,f,f,f,t,t,t,f,f,f,f,f,g,f,n,f,f,nowin
977,f,f,f,f,f,f,t,f,f,f,t,f,l,f,n,f,f,nowin
978,f,f,f,f,t,f,t,f,f,f,t,f,l,f,n,f,f,nowin
979,f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,nowin
980,f,f,f,f,f,f,f,f,f,f,t,f,g,f,n,f,f,nowin
981,f,f,f,f,t,t,t,t,t,f,f,f,g,f,n,f,f,won
982,t,f,f,t,t,f,f,f,f,f,t,f,g,f,b,f,f,won
983,f,f,f,t,t,t,t,t,t,f,f,f,g,f,n,f,f,won
984,f,f,f,f,f,f,f,f,f,t,f,t,l,f,n,f,f,won
985,t,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,won
986,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
987,f,f,f,t,t,t,f,f,f,f,f,f,g,f,n,f,f,nowin
988,f,f,f,f,f,f,t,t,t,f,t,f,l,f,n,f,f,nowin
989,f,f,f,f,f,t,f,f,f,f,t,f,l,f,n,f,f,won
990,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,won
991,f,f,f,f,t,f,t,f,f,t,f,f,l,f,n,f,f,nowin
992,f,f,f,f,f,t,t,f,t,f,t,f,l,f,n,f,f,nowin
993,f,f,f,t,f,t,t,t,t,t,t,f,g,f,n,f,f,nowin
994,t,f,f,f,t,t,t,f,f,f,t,f,l,f,w,f,f,won
995,f,f,f,f,t,t,t,f,f,f,f,f,l,f,n,f,f,won
996,f,f,f,f,t,f,f,f,f,f,f,f,g,f,n,f,f,nowin
997,f,f,f,f,f,t,f,f,f,f,t,f,l,f,w,f,f,won
998,f,f,f,f,f,f,f,f,f,f,t,f,l,f,w,f,f,won
999,f,f,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,nowin
1000,f,f,f,f,t,f,t,t,t,t,f,f,l,f,n,f,f,nowin
1001,f,f,f,t,f,t,f,f,f,t,t,f,l,f,w,f,f,won
1002,f,f,f,f,t,t,t,f,f,f,f,f,l,f,n,f,f,won
1003,f,t,f,f,f,t,f,f,t,f,f,f,l,f,n,f,f,won
1004,f,t,f,f,f,f,f,f,t,f,t,f,l,f,w,t,f,won
1005,f,f,f,f,f,t,f,f,f,f,f,t,l,f,n,f,f,won
1006,f,f,f,f,f,t,f,f,t,f,f,f,l,f,n,f,f,nowin
1007,f,t,f,f,f,f,f,f,f,t,f,f,l,f,b,t,f,nowin
1008,f,f,f,f,f,t,t,f,t,f,t,f,l,f,w,f,f,won
1009,f,f,f,f,t,f,t,t,t,f,f,f,l,f,n,f,f,nowin
1010,f,f,f,f,f,t,f,f,f,f,f,t,g,f,n,f,f,nowin
1011,f,f,f,f,t,t,t,t,t,f,f,f,l,f,n,f,f,nowin
1012,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,nowin
1013,t,f,f,t,f,t,f,f,f,f,t,f,g,f,b,f,f,won
1014,f,f,t,f,f,t,f,f,f,f,f,f,g,f,n,f,f,won
1015,f,f,f,f,f,f,f,f,f,t,t,f,g,f,n,f,t,won
1016,f,f,f,f,t,f,t,f,f,f,f,f,g,f,n,f,f,nowin
1017,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,nowin
1018,f,f,f,f,f,f,f,f,t,f,f,f,g,f,n,f,f,nowin
1019,f,f,f,f,t,f,f,f,f,f,t,f,l,f,n,f,f,won
1020,f,f,f,f,t,f,f,f,t,f,f,f,g,f,n,f,f,nowin
1021,f,f,f,f,t,f,t,t,t,f,f,f,l,f,n,f,f,nowin
1022,f,f,f,f,t,t,t,f,t,f,f,f,l,f,n,f,f,won
1023,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
1024,f,f,f,f,t,t,t,t,t,f,f,f,g,f,n,f,f,nowin
1025,f,f,f,f,f,t,f,f,f,t,f,t,g,f,n,f,f,nowin
1026,f,f,f,f,f,t,t,f,f,t,t,f,l,f,w,f,f,nowin
1027,f,t,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,nowin
1028,f,f,f,f,t,f,t,t,t,t,f,f,g,f,n,f,f,nowin
1029,f,f,f,f,t,f,t,t,t,t,f,f,g,f,n,f,f,nowin
1030,f,t,f,t,f,t,f,f,f,t,t,f,l,f,n,t,f,nowin
1031,f,f,f,f,t,t,t,f,f,f,f,f,g,f,n,f,f,won
1032,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
1033,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
1034,f,f,f,f,t,t,t,t,t,f,f,f,l,f,n,f,f,won
1035,f,f,f,f,f,f,t,f,f,f,f,f,l,f,n,f,f,nowin
1036,f,f,f,t,f,t,t,t,t,f,t,f,l,f,w,f,f,won
1037,f,t,f,f,t,f,f,f,t,f,t,f,l,f,n,t,f,won
1038,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1039,f,t,f,t,f,t,f,f,f,f,f,f,g,f,n,f,f,won
1040,f,f,f,f,f,t,f,t,t,t,f,f,l,f,n,f,f,nowin
1041,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,won
1042,f,f,f,f,f,t,t,f,t,f,t,f,l,f,n,f,f,nowin
1043,f,f,f,f,f,f,t,t,t,f,t,t,l,f,n,f,f,nowin
1044,f,f,f,f,f,f,t,t,t,f,t,t,l,f,n,f,f,nowin
1045,f,f,f,f,t,f,f,f,t,f,f,f,l,f,b,f,f,nowin
1046,f,t,f,f,f,f,f,f,f,t,t,f,l,f,n,f,f,nowin
1047,f,f,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,won
1048,t,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,won
1049,f,f,f,f,f,f,t,t,t,f,t,t,l,f,n,f,f,nowin
1050,f,t,f,f,f,t,f,f,f,f,t,f,l,f,w,f,f,won
1051,f,t,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,nowin
1052,f,t,t,f,f,t,f,f,f,f,f,f,g,f,n,f,f,won
1053,f,f,f,f,f,t,f,f,f,f,f,f,g,f,n,f,f,won
1054,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
1055,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,nowin
1056,f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,won
1057,f,f,f,f,f,f,t,t,t,t,t,f,g,f,n,f,f,won
1058,f,f,f,f,f,f,f,f,f,f,t,f,l,f,w,f,f,won
1059,f,f,f,f,f,f,f,f,f,f,t,t,l,f,n,f,f,nowin
1060,f,f,f,f,t,f,t,t,t,t,t,f,l,f,w,f,f,nowin
1061,f,f,f,f,t,f,t,t,t,f,t,f,l,f,b,f,f,nowin
1062,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
1063,f,f,t,f,f,f,t,t,t,t,f,f,g,f,n,f,f,nowin
1064,f,f,f,t,f,t,f,f,f,f,f,f,l,f,n,f,f,nowin
1065,f,f,f,f,f,f,f,f,f,f,t,f,l,f,w,f,f,won
