,handicapped_infants_n,handicapped_infants_y,water_project_cost_sharing_n,water_project_cost_sharing_y,adoption_of_the_budget_resolution_n,adoption_of_the_budget_resolution_y,physician_fee_freeze_n,physician_fee_freeze_y,el_salvador_aid_n,el_salvador_aid_y,religious_groups_in_schools_n,religious_groups_in_schools_y,anti_satellite_test_ban_n,anti_satellite_test_ban_y,aid_to_nicaraguan_contras_n,aid_to_nicaraguan_contras_y,mx_missile_n,mx_missile_y,immigration_n,immigration_y,synfuels_corporation_cutback_n,synfuels_corporation_cutback_y,education_spending_n,education_spending_y,superfund_right_to_sue_n,superfund_right_to_sue_y,crime_n,crime_y,duty_free_exports_n,duty_free_exports_y,export_administration_act_south_africa_n,export_administration_act_south_africa_y
"{'physician_fee_freeze_n', 'mx_missile_y', 'export_administration_act_south_africa_y', 'education_spending_n'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"{'physician_fee_freeze_n', 'mx_missile_y', 'export_administration_act_south_africa_y', 'el_salvador_aid_n'}",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"{'physician_fee_freeze_n', 'mx_missile_y', 'aid_to_nicaraguan_contras_y', 'el_salvador_aid_n'}",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"{'physician_fee_freeze_n', 'education_spending_n', 'aid_to_nicaraguan_contras_y', 'el_salvador_aid_n'}",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"{'physician_fee_freeze_n', 'mx_missile_y', 'export_administration_act_south_africa_y', 'aid_to_nicaraguan_contras_y'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"{'export_administration_act_south_africa_y', 'education_spending_n', 'el_salvador_aid_n', 'aid_to_nicaraguan_contras_y', 'physician_fee_freeze_n'}",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"{'physician_fee_freeze_n', 'mx_missile_y', 'education_spending_n', 'el_salvador_aid_n'}",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"{'export_administration_act_south_africa_y', 'aid_to_nicaraguan_contras_y', 'el_salvador_aid_n', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"{'export_administration_act_south_africa_y', 'education_spending_n', 'el_salvador_aid_n', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"{'anti_satellite_test_ban_y', 'physician_fee_freeze_n', 'export_administration_act_south_africa_y', 'el_salvador_aid_n'}",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"{'physician_fee_freeze_n', 'mx_missile_y', 'education_spending_n', 'aid_to_nicaraguan_contras_y'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"{'anti_satellite_test_ban_y', 'physician_fee_freeze_n', 'education_spending_n'}",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"{'anti_satellite_test_ban_y', 'physician_fee_freeze_n', 'export_administration_act_south_africa_y', 'education_spending_n'}",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"{'anti_satellite_test_ban_y', 'physician_fee_freeze_n', 'el_salvador_aid_n'}",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"{'export_administration_act_south_africa_y', 'education_spending_n', 'aid_to_nicaraguan_contras_y', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"{'anti_satellite_test_ban_y', 'physician_fee_freeze_n', 'aid_to_nicaraguan_contras_y'}",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"{'education_spending_n', 'el_salvador_aid_n', 'aid_to_nicaraguan_contras_y', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"{'anti_satellite_test_ban_y', 'physician_fee_freeze_n', 'export_administration_act_south_africa_y', 'aid_to_nicaraguan_contras_y'}",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"{'anti_satellite_test_ban_y', 'export_administration_act_south_africa_y', 'aid_to_nicaraguan_contras_y', 'el_salvador_aid_n', 'physician_fee_freeze_n'}",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"{'export_administration_act_south_africa_y', 'education_spending_n', 'el_salvador_aid_n', 'aid_to_nicaraguan_contras_y', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"{'physician_fee_freeze_n', 'superfund_right_to_sue_n'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"{'anti_satellite_test_ban_y', 'physician_fee_freeze_n', 'aid_to_nicaraguan_contras_y', 'el_salvador_aid_n'}",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"{'physician_fee_freeze_n', 'export_administration_act_south_africa_y', 'superfund_right_to_sue_n'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"{'physician_fee_freeze_n', 'education_spending_n', 'superfund_right_to_sue_n'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"{'anti_satellite_test_ban_y', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"{'anti_satellite_test_ban_y', 'physician_fee_freeze_n', 'education_spending_n', 'el_salvador_aid_n'}",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"{'anti_satellite_test_ban_y', 'physician_fee_freeze_n', 'mx_missile_y', 'export_administration_act_south_africa_y'}",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"{'anti_satellite_test_ban_y', 'export_administration_act_south_africa_y', 'education_spending_n', 'el_salvador_aid_n', 'physician_fee_freeze_n'}",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"{'anti_satellite_test_ban_y', 'export_administration_act_south_africa_y', 'el_salvador_aid_n', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"{'anti_satellite_test_ban_y', 'export_administration_act_south_africa_y', 'education_spending_n', 'aid_to_nicaraguan_contras_y', 'physician_fee_freeze_n'}",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"{'anti_satellite_test_ban_y', 'physician_fee_freeze_n', 'mx_missile_y', 'el_salvador_aid_n'}",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"{'anti_satellite_test_ban_y', 'physician_fee_freeze_n', 'education_spending_n', 'aid_to_nicaraguan_contras_y'}",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"{'physician_fee_freeze_n', 'export_administration_act_south_africa_y', 'education_spending_n', 'superfund_right_to_sue_n'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"{'anti_satellite_test_ban_y', 'export_administration_act_south_africa_y', 'education_spending_n', 'el_salvador_aid_n', 'aid_to_nicaraguan_contras_y', 'physician_fee_freeze_n'}",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"{'anti_satellite_test_ban_y', 'education_spending_n', 'el_salvador_aid_n', 'aid_to_nicaraguan_contras_y', 'physician_fee_freeze_n'}",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"{'anti_satellite_test_ban_y', 'export_administration_act_south_africa_y', 'aid_to_nicaraguan_contras_y', 'el_salvador_aid_n', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"{'anti_satellite_test_ban_y', 'aid_to_nicaraguan_contras_y', 'el_salvador_aid_n', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"{'anti_satellite_test_ban_y', 'export_administration_act_south_africa_y', 'aid_to_nicaraguan_contras_y', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"{'anti_satellite_test_ban_y', 'export_administration_act_south_africa_y', 'education_spending_n', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"{'anti_satellite_test_ban_y', 'physician_fee_freeze_n', 'mx_missile_y', 'education_spending_n'}",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"{'anti_satellite_test_ban_y', 'physician_fee_freeze_n', 'mx_missile_y', 'aid_to_nicaraguan_contras_y'}",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"{'anti_satellite_test_ban_y', 'education_spending_n', 'el_salvador_aid_n', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"{'physician_fee_freeze_n', 'superfund_right_to_sue_n', 'aid_to_nicaraguan_contras_y'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"{'physician_fee_freeze_n', 'superfund_right_to_sue_n', 'el_salvador_aid_n'}",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"{'anti_satellite_test_ban_y', 'export_administration_act_south_africa_y', 'education_spending_n', 'el_salvador_aid_n', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"{'crime_n', 'export_administration_act_south_africa_y'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"{'physician_fee_freeze_n', 'education_spending_n', 'superfund_right_to_sue_n', 'el_salvador_aid_n'}",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"{'physician_fee_freeze_n', 'export_administration_act_south_africa_y', 'superfund_right_to_sue_n', 'aid_to_nicaraguan_contras_y'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"{'physician_fee_freeze_n', 'export_administration_act_south_africa_y', 'superfund_right_to_sue_n', 'el_salvador_aid_n'}",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"{'physician_fee_freeze_n', 'education_spending_n', 'superfund_right_to_sue_n', 'aid_to_nicaraguan_contras_y'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"{'anti_satellite_test_ban_y', 'aid_to_nicaraguan_contras_y', 'el_salvador_aid_n', 'education_spending_n', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"{'anti_satellite_test_ban_y', 'export_administration_act_south_africa_y', 'education_spending_n', 'aid_to_nicaraguan_contras_y', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"{'crime_n', 'education_spending_n'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"{'anti_satellite_test_ban_y', 'export_administration_act_south_africa_y', 'aid_to_nicaraguan_contras_y', 'el_salvador_aid_n', 'education_spending_n', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"{'export_administration_act_south_africa_y', 'education_spending_n', 'superfund_right_to_sue_n', 'aid_to_nicaraguan_contras_y', 'physician_fee_freeze_n'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"{'anti_satellite_test_ban_y', 'education_spending_n', 'aid_to_nicaraguan_contras_y', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"{'export_administration_act_south_africa_y', 'superfund_right_to_sue_n', 'el_salvador_aid_n', 'education_spending_n', 'physician_fee_freeze_n'}",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"{'physician_fee_freeze_n', 'mx_missile_y', 'superfund_right_to_sue_n'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"{'physician_fee_freeze_n', 'aid_to_nicaraguan_contras_y', 'superfund_right_to_sue_n', 'el_salvador_aid_n'}",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"{'education_spending_n', 'el_salvador_aid_n', 'superfund_right_to_sue_n', 'physician_fee_freeze_n', 'aid_to_nicaraguan_contras_y'}",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"{'physician_fee_freeze_n', 'mx_missile_y', 'superfund_right_to_sue_n', 'el_salvador_aid_n'}",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"{'physician_fee_freeze_n', 'mx_missile_y', 'education_spending_n', 'superfund_right_to_sue_n'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"{'physician_fee_freeze_n', 'mx_missile_y', 'export_administration_act_south_africa_y', 'superfund_right_to_sue_n'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"{'export_administration_act_south_africa_y', 'superfund_right_to_sue_n', 'el_salvador_aid_n', 'aid_to_nicaraguan_contras_y', 'physician_fee_freeze_n'}",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"{'export_administration_act_south_africa_y', 'superfund_right_to_sue_n', 'el_salvador_aid_n', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"{'export_administration_act_south_africa_y', 'superfund_right_to_sue_n', 'education_spending_n', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"{'superfund_right_to_sue_n', 'el_salvador_aid_n', 'education_spending_n', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"{'physician_fee_freeze_n', 'mx_missile_y', 'superfund_right_to_sue_n', 'aid_to_nicaraguan_contras_y'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"{'export_administration_act_south_africa_y', 'education_spending_n', 'el_salvador_aid_n', 'superfund_right_to_sue_n', 'physician_fee_freeze_n', 'aid_to_nicaraguan_contras_y'}",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"{'anti_satellite_test_ban_y', 'physician_fee_freeze_n', 'superfund_right_to_sue_n'}",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"{'anti_satellite_test_ban_y', 'physician_fee_freeze_n', 'export_administration_act_south_africa_y', 'superfund_right_to_sue_n'}",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"{'anti_satellite_test_ban_y', 'physician_fee_freeze_n', 'education_spending_n', 'superfund_right_to_sue_n'}",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"{'export_administration_act_south_africa_y', 'superfund_right_to_sue_n', 'el_salvador_aid_n', 'education_spending_n', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"{'superfund_right_to_sue_n', 'el_salvador_aid_n', 'aid_to_nicaraguan_contras_y', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"{'anti_satellite_test_ban_y', 'export_administration_act_south_africa_y', 'superfund_right_to_sue_n', 'education_spending_n', 'physician_fee_freeze_n'}",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"{'education_spending_n', 'superfund_right_to_sue_n', 'aid_to_nicaraguan_contras_y', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"{'export_administration_act_south_africa_y', 'superfund_right_to_sue_n', 'aid_to_nicaraguan_contras_y', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"{'anti_satellite_test_ban_y', 'export_administration_act_south_africa_y', 'superfund_right_to_sue_n', 'el_salvador_aid_n', 'physician_fee_freeze_n'}",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"{'export_administration_act_south_africa_y', 'superfund_right_to_sue_n', 'el_salvador_aid_n', 'aid_to_nicaraguan_contras_y', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"{'education_spending_n', 'el_salvador_aid_n', 'aid_to_nicaraguan_contras_y', 'physician_fee_freeze_n', 'superfund_right_to_sue_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"{'anti_satellite_test_ban_y', 'physician_fee_freeze_n', 'superfund_right_to_sue_n', 'el_salvador_aid_n'}",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"{'export_administration_act_south_africa_y', 'education_spending_n', 'superfund_right_to_sue_n', 'aid_to_nicaraguan_contras_y', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"{'export_administration_act_south_africa_y', 'education_spending_n', 'el_salvador_aid_n', 'aid_to_nicaraguan_contras_y', 'physician_fee_freeze_n', 'superfund_right_to_sue_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"{'anti_satellite_test_ban_y', 'superfund_right_to_sue_n', 'el_salvador_aid_n', 'education_spending_n', 'physician_fee_freeze_n'}",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"{'anti_satellite_test_ban_y', 'export_administration_act_south_africa_y', 'superfund_right_to_sue_n', 'el_salvador_aid_n', 'education_spending_n', 'physician_fee_freeze_n'}",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"{'anti_satellite_test_ban_y', 'superfund_right_to_sue_n', 'el_salvador_aid_n', 'aid_to_nicaraguan_contras_y', 'physician_fee_freeze_n'}",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"{'anti_satellite_test_ban_y', 'physician_fee_freeze_n', 'superfund_right_to_sue_n', 'aid_to_nicaraguan_contras_y'}",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"{'anti_satellite_test_ban_y', 'export_administration_act_south_africa_y', 'superfund_right_to_sue_n', 'el_salvador_aid_n', 'aid_to_nicaraguan_contras_y', 'physician_fee_freeze_n'}",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"{'anti_satellite_test_ban_y', 'export_administration_act_south_africa_y', 'superfund_right_to_sue_n', 'aid_to_nicaraguan_contras_y', 'physician_fee_freeze_n'}",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"{'physician_fee_freeze_n', 'handicapped_infants_y'}",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"{'anti_satellite_test_ban_y', 'export_administration_act_south_africa_y', 'superfund_right_to_sue_n', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"{'anti_satellite_test_ban_y', 'education_spending_n', 'el_salvador_aid_n', 'aid_to_nicaraguan_contras_y', 'physician_fee_freeze_n', 'superfund_right_to_sue_n'}",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"{'anti_satellite_test_ban_y', 'export_administration_act_south_africa_y', 'education_spending_n', 'el_salvador_aid_n', 'aid_to_nicaraguan_contras_y', 'physician_fee_freeze_n', 'superfund_right_to_sue_n'}",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"{'anti_satellite_test_ban_y', 'superfund_right_to_sue_n', 'el_salvador_aid_n', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"{'anti_satellite_test_ban_y', 'export_administration_act_south_africa_y', 'education_spending_n', 'superfund_right_to_sue_n', 'aid_to_nicaraguan_contras_y', 'physician_fee_freeze_n'}",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"{'anti_satellite_test_ban_y', 'export_administration_act_south_africa_y', 'superfund_right_to_sue_n', 'el_salvador_aid_n', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"{'anti_satellite_test_ban_y', 'physician_fee_freeze_n', 'mx_missile_y', 'superfund_right_to_sue_n'}",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"{'anti_satellite_test_ban_y', 'education_spending_n', 'superfund_right_to_sue_n', 'aid_to_nicaraguan_contras_y', 'physician_fee_freeze_n'}",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"{'anti_satellite_test_ban_y', 'superfund_right_to_sue_n', 'education_spending_n', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"{'anti_satellite_test_ban_y', 'export_administration_act_south_africa_y', 'superfund_right_to_sue_n', 'education_spending_n', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"{'anti_satellite_test_ban_y', 'education_spending_n', 'el_salvador_aid_n', 'superfund_right_to_sue_n', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"{'anti_satellite_test_ban_y', 'export_administration_act_south_africa_y', 'education_spending_n', 'el_salvador_aid_n', 'superfund_right_to_sue_n', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"{'anti_satellite_test_ban_y', 'export_administration_act_south_africa_y', 'superfund_right_to_sue_n', 'aid_to_nicaraguan_contras_y', 'physician_fee_freeze_n', 'mx_missile_y'}",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
